Household_ID,Month,Crop_Income,Livestock_Income,Off_Farm_Income,Food_Expenses,Healthcare_Expenses,Education_Expenses,Discretionary_Expenses,Total_Income
404,14,77986,21536,17708,66379,13275,19913,33189,117230
404,15,57375,22223,39120,41182,8236,12354,20591,118718
404,16,31181,23768,43552,43754,8750,13126,21877,98501
404,17,46610,10777,52467,50713,10142,15214,25356,109854
404,18,34244,7925,23923,37498,7499,11249,18749,66092
404,19,42375,25817,22555,27561,5512,8268,13780,90747
404,20,36259,19353,20955,43419,8683,13025,21709,76567
404,21,62291,49770,18536,49761,9952,14928,24880,130597
404,22,84649,29571,36933,84864,16972,25459,42432,151153
404,23,75754,22075,41693,59604,11920,17881,29802,139522
404,24,105903,36549,28062,67901,13580,20370,33950,170514
405,1,77715,30578,41927,89679,17935,26903,44839,150220
405,2,100894,11104,38195,80314,16062,24094,40157,150193
405,3,104617,34225,64587,90638,18127,27191,45319,203429
405,4,39773,24147,30497,38907,7781,11672,19453,94417
405,5,57212,49961,60183,66245,13249,19873,33122,167356
405,6,48367,52008,56853,79793,15958,23937,39896,157228
405,7,71008,17150,30564,50457,10091,15137,25228,118722
405,8,101015,24068,39969,81694,16338,24508,40847,165052
405,9,51765,31569,42611,53482,10696,16044,26741,125945
405,10,95954,23284,40128,65569,13113,19670,32784,159366
405,11,80448,49726,58811,75504,15100,22651,37752,188985
405,12,74386,18207,14224,61492,12298,18447,30746,106817
405,13,58791,21629,41208,64451,12890,19335,32225,121628
405,14,93147,41324,42677,87960,17592,26388,43980,177148
405,15,113299,59256,43778,108084,21616,32425,54042,216333
405,16,51649,23832,39714,40855,8171,12256,20427,115195
405,17,63538,29495,28258,70430,14086,21129,35215,121291
405,18,36689,45170,20354,33902,6780,10170,16951,102213
405,19,55483,21713,44536,44701,8940,13410,22350,121732
405,20,44179,22736,17425,25913,5182,7774,12956,84340
405,21,50752,24922,25081,41381,8276,12414,20690,100755
405,22,24850,37140,36902,38789,7757,11636,19394,98892
405,23,59626,17546,29774,59102,11820,17730,29551,106946
405,24,62021,17941,14953,47463,9492,14238,23731,94915
406,1,45032,26161,45533,62786,12557,18835,31393,116726
406,2,76798,31273,65884,59946,11989,17984,29973,173955
406,3,43508,48651,68824,75867,15173,22760,37933,160983
406,4,19919,13827,22150,24982,4996,7494,12491,55896
406,5,72633,20097,25740,50696,10139,15208,25348,118470
406,6,105549,22356,40968,100983,20196,30295,50491,168873
406,7,79999,28686,49055,68453,13690,20536,34226,157740
406,8,44150,41346,38237,41087,8217,12326,20543,123733
406,9,93086,14665,26463,41598,8319,12479,20799,134214
406,10,103863,67566,34144,110887,22177,33266,55443,205573
406,11,57324,17807,42496,35628,7125,10688,17814,117627
406,12,72819,46336,80382,114810,22962,34443,57405,199537
406,13,90486,41516,20303,55219,11043,16565,27609,152305
406,14,57442,31315,33499,69008,13801,20702,34504,122256
406,15,66061,23949,21920,60247,12049,18074,30123,111930
406,16,23132,27901,15149,24029,4805,7208,12014,66182
406,17,72859,17979,43285,73887,14777,22166,36943,134123
406,18,98613,57394,81885,94289,18857,28286,47144,237892
406,19,69096,31506,29592,47202,9440,14160,23601,130194
406,20,56307,27151,61136,52679,10535,15803,26339,144594
406,21,29340,43959,43880,65867,13173,19760,32933,117179
406,22,69917,26250,37390,40652,8130,12195,20326,133557
406,23,38074,24317,19178,42574,8514,12772,21287,81569
406,24,77908,34126,44663,84734,16946,25420,42367,156697
407,1,109751,41608,61505,87522,17504,26256,43761,212864
407,2,20872,14151,19094,27696,5539,8308,13848,54117
407,3,77406,42950,60656,103452,20690,31035,51726,181012
407,4,92207,54575,50617,91400,18280,27420,45700,197399
407,5,106976,55750,34557,97846,19569,29354,48923,197283
407,6,23992,52814,19476,49113,9822,14734,24556,96282
407,7,66725,24754,26043,69160,13832,20748,34580,117522
407,8,83993,12943,33186,55429,11085,16628,27714,130122
407,9,52182,37096,59802,69734,13946,20920,34867,149080
407,10,29643,37023,18512,37490,7498,11247,18745,85178
407,11,38489,40887,42362,48050,9610,14415,24025,121738
407,12,49074,12787,21676,48696,9739,14608,24348,83537
407,13,39941,41519,18848,44821,8964,13446,22410,100308
407,14,62192,37684,32094,76440,15288,22932,38220,131970
407,15,81584,19493,34748,81129,16225,24338,40564,135825
407,16,20543,22240,12037,30543,6108,9163,15271,54820
407,17,102835,54101,22981,62890,12578,18867,31445,179917
407,18,24855,35412,26226,26944,5388,8083,13472,86493
407,19,25537,49061,61103,62751,12550,18825,31375,135701
407,20,87028,33701,39363,73873,14774,22162,36936,160092
407,21,91260,42970,72538,99548,19909,29864,49774,206768
407,22,55285,10908,24181,28657,5731,8597,14328,90374
407,23,117616,57640,61004,91400,18280,27420,45700,236260
407,24,28067,25085,21725,33629,6725,10088,16814,74877
408,1,25267,23356,53884,46569,9313,13970,23284,102507
408,2,84326,17512,28839,76311,15262,22893,38155,130677
408,3,40403,54131,32642,74989,14997,22496,37494,127176
408,4,36515,55462,63572,88177,17635,26453,44088,155549
408,5,42078,19126,78807,52518,10503,15755,26259,140011
408,6,40715,15176,41199,47795,9559,14338,23897,97090
408,7,38960,51454,56461,56140,11228,16842,28070,146875
408,8,14530,6939,34603,32812,6562,9843,16406,56072
408,9,38230,32280,36680,48431,9686,14529,24215,107190
408,10,90017,33529,30628,84565,16913,25369,42282,154174
408,11,76573,19480,36662,55461,11092,16638,27730,132715
408,12,41352,12726,13998,28213,5642,8464,14106,68076
408,13,95325,36271,33989,51349,10269,15404,25674,165585
408,14,26292,14580,39626,35245,7049,10573,17622,80498
408,15,17395,17091,51434,42366,8473,12709,21183,85920
408,16,57020,28418,12071,33051,6610,9915,16525,97509
408,17,40734,32883,57622,46649,9329,13994,23324,131239
408,18,25342,23864,32061,48068,9613,14420,24034,81267
408,19,29607,16542,26182,37574,7514,11272,18787,72331
408,20,16692,13097,18872,27861,5572,8358,13930,48661
408,21,28618,13542,26063,30212,6042,9063,15106,68223
408,22,40886,15978,37458,33366,6673,10009,16683,94322
408,23,106874,19116,35054,56351,11270,16905,28175,161044
408,24,50536,21097,27938,46051,9210,13815,23025,99571
409,1,22708,20402,56698,51362,10272,15408,25681,99808
409,2,114003,49456,22955,107144,21428,32143,53572,186414
409,3,92421,42942,54156,80005,16001,24001,40002,189519
409,4,41995,23873,26805,36851,7370,11055,18425,92673
409,5,16394,18580,29770,37583,7516,11274,18791,64744
409,6,28155,27354,58410,49678,9935,14903,24839,113919
409,7,31491,10874,15465,26379,5275,7913,13189,57830
409,8,51068,13839,27966,40378,8075,12113,20189,92873
409,9,41261,21352,30585,49438,9887,14831,24719,93198
409,10,63445,17184,24574,33807,6761,10142,16903,105203
409,11,32019,29247,30606,50614,10122,15184,25307,91872
409,12,86772,10277,39887,57181,11436,17154,28590,136936
409,13,110781,63245,48378,131168,26233,39350,65584,222404
409,14,36532,17041,54618,42209,8441,12662,21104,108191
409,15,53029,50626,50669,68070,13614,20421,34035,154324
409,16,95586,10850,42231,63438,12687,19031,31719,148667
409,17,92530,43048,17318,82629,16525,24788,41314,152896
409,18,36190,32274,45965,57382,11476,17214,28691,114429
409,19,55501,7969,22391,42420,8484,12726,21210,85861
409,20,77070,34441,29156,72344,14468,21703,36172,140667
409,21,34742,38806,55839,76043,15208,22813,38021,129387
409,22,52084,36308,28918,52013,10402,15604,26006,117310
409,23,70276,62931,58897,95188,19037,28556,47594,192104
409,24,59408,33392,75964,85254,17050,25576,42627,168764
410,1,44441,23732,29016,54146,10829,16243,27073,97189
410,2,33843,29305,24418,33841,6768,10152,16920,87566
410,3,26445,9901,12478,26457,5291,7937,13228,48824
410,4,48521,18881,28375,43078,8615,12923,21539,95777
410,5,33759,39796,69395,43578,8715,13073,21789,142950
410,6,43067,57993,52062,52968,10593,15890,26484,153122
410,7,24807,50840,31758,59266,11853,17780,29633,107405
410,8,122026,55962,53759,88176,17635,26452,44088,231747
410,9,64937,35222,56320,60885,12177,18265,30442,156479
410,10,98041,17850,32117,77045,15409,23113,38522,148008
410,11,35082,50130,21130,53784,10756,16135,26892,106342
410,12,106186,34561,26061,72577,14515,21773,36288,166808
410,13,35852,20656,55223,57990,11598,17397,28995,111731
410,14,54144,19409,38710,54236,10847,16271,27118,112263
410,15,79042,11671,18308,38692,7738,11607,19346,109021
410,16,44755,14613,10379,26715,5343,8014,13357,69747
410,17,25033,7830,27170,19166,3833,5749,9583,60033
410,18,89348,10968,51950,75898,15179,22769,37949,152266
410,19,39472,30423,42860,35701,7140,10710,17850,112755
410,20,57204,12591,18651,46241,9248,13872,23120,88446
410,21,31303,22522,35169,40923,8184,12276,20461,88994
410,22,20285,32926,39098,39843,7968,11953,19921,92309
410,23,70726,46041,28437,69559,13911,20867,34779,145204
410,24,21114,30975,22088,36040,7208,10812,18020,74177
411,1,42168,15474,9994,32149,6429,9644,16074,67636
411,2,14157,13951,38240,34101,6820,10230,17050,66348
411,3,45875,31474,25712,50584,10116,15175,25292,103061
411,4,81306,32702,38160,67703,13540,20310,33851,152168
411,5,22396,39127,34454,52678,10535,15803,26339,95977
411,6,26864,54882,33801,68415,13683,20524,34207,115547
411,7,32619,26744,17593,37229,7445,11168,18614,76956
411,8,48313,30712,82178,82798,16559,24839,41399,161203
411,9,68083,37558,30015,61389,12277,18416,30694,135656
411,10,38716,10207,15991,27281,5456,8184,13640,64914
411,11,33473,20966,12858,37568,7513,11270,18784,67297
411,12,37852,8661,11492,20789,4157,6236,10394,58005
411,13,89299,40882,25379,78882,15776,23664,39441,155560
411,14,32370,8165,15697,19184,3836,5755,9592,56232
411,15,44300,36453,27864,57565,11513,17269,28782,108617
411,16,99170,26465,66869,71302,14260,21390,35651,192504
411,17,22928,24119,60205,51706,10341,15512,25853,107252
411,18,34060,18501,23775,26091,5218,7827,13045,76336
411,19,40433,11144,11383,18899,3779,5669,9449,62960
411,20,27239,13751,10955,27137,5427,8141,13568,51945
411,21,67390,39980,64900,96913,19382,29073,48456,172270
411,22,85899,28016,66024,97141,19428,29142,48570,179939
411,23,62768,16112,50783,44066,8813,13220,22033,129663
411,24,113460,49027,32435,72199,14439,21659,36099,194922
412,1,44922,25640,38776,59843,11968,17953,29921,109338
412,2,56678,34513,35598,38676,7735,11602,19338,126789
412,3,82994,10717,13935,49358,9871,14807,24679,107646
412,4,57212,50434,31480,76621,15324,22986,38310,139126
412,5,99604,24413,61903,66664,13332,19999,33332,185920
412,6,18835,27809,18536,22371,4474,6711,11185,65180
412,7,75416,42119,44007,57268,11453,17180,28634,161542
412,8,130774,48404,80406,136719,27343,41015,68359,259584
412,9,28644,29105,32834,53404,10680,16021,26702,90583
412,10,101859,59309,80921,87958,17591,26387,43979,242089
412,11,61231,18109,26105,35069,7013,10520,17534,105445
412,12,43816,18101,55213,44655,8931,13396,22327,117130
412,13,45246,34237,30978,36811,7362,11043,18405,110461
412,14,91128,34584,46685,51982,10396,15594,25991,172397
412,15,29762,27919,35875,40691,8138,12207,20345,93556
412,16,68721,32098,50441,79474,15894,23842,39737,151260
412,17,92043,31781,80072,80200,16040,24060,40100,203896
412,18,39431,42797,39547,48625,9725,14587,24312,121775
412,19,61400,29614,30841,44885,8977,13465,22442,121855
412,20,55403,31247,16618,35058,7011,10517,17529,103268
412,21,99720,68097,56651,71836,14367,21551,35918,224468
412,22,49330,26902,29759,49928,9985,14978,24964,105991
412,23,50855,24167,43083,62503,12500,18751,31251,118105
412,24,45775,27881,26519,45189,9037,13556,22594,100175
413,1,32823,38521,54100,69404,13880,20821,34702,125444
413,2,116159,58083,51624,99048,19809,29714,49524,225866
413,3,24304,7618,30878,20181,4036,6054,10090,62800
413,4,33379,32231,25672,43925,8785,13177,21962,91282
413,5,119840,43969,36906,103273,20654,30982,51636,200715
413,6,96155,33200,19153,50050,10010,15015,25025,148508
413,7,70399,19221,34580,56768,11353,17030,28384,124200
413,8,19227,22709,32687,29040,5808,8712,14520,74623
413,9,79283,53327,33241,97646,19529,29294,48823,165851
413,10,35364,9600,21211,24058,4811,7217,12029,66175
413,11,98113,56644,78899,117946,23589,35383,58973,233656
413,12,26430,26324,63280,45552,9110,13665,22776,116034
413,13,83903,57642,55425,83693,16738,25108,41846,196970
413,14,60980,26845,21495,59920,11984,17976,29960,109320
413,15,64385,16690,23822,62849,12569,18854,31424,104897
413,16,27553,25640,14059,22617,4523,6785,11308,67252
413,17,28019,24152,18884,31111,6222,9333,15555,71055
413,18,56747,20332,38227,56047,11209,16814,28023,115306
413,19,47269,58894,48466,64612,12922,19383,32306,154629
413,20,25893,14551,29099,23613,4722,7084,11806,69543
413,21,96507,48988,30443,54041,10808,16212,27020,175938
413,22,11038,15365,13473,12337,2467,3701,6168,39876
413,23,52012,10473,22391,38130,7626,11439,19065,84876
413,24,110078,58805,66568,99674,19934,29902,49837,235451
414,1,53686,18006,24570,57158,11431,17147,28579,96262
414,2,31682,24618,16612,41823,8364,12547,20911,72912
414,3,54738,22611,21182,47627,9525,14288,23813,98531
414,4,36259,33935,50596,53436,10687,16031,26718,120790
414,5,83790,34070,49502,78993,15798,23697,39496,167362
414,6,67677,21882,33593,54103,10820,16230,27051,123152
414,7,50165,44779,51081,58995,11799,17698,29497,146025
414,8,82913,15067,22303,58110,11622,17433,29055,120283
414,9,54902,24522,21432,58406,11681,17521,29203,100856
414,10,77538,66668,22762,82448,16489,24734,41224,166968
414,11,71356,59665,27635,56042,11208,16812,28021,158656
414,12,51036,24541,16364,40708,8141,12212,20354,91941
414,13,37063,21148,42061,35272,7054,10581,17636,100272
414,14,42434,27524,22343,30997,6199,9299,15498,92301
414,15,112540,31597,43189,74723,14944,22417,37361,187326
414,16,57460,29189,39067,45226,9045,13568,22613,125716
414,17,16447,26201,37347,46444,9288,13933,23222,79995
414,18,47191,10938,26139,26692,5338,8007,13346,84268
414,19,37248,7766,13329,34378,6875,10313,17189,58343
414,20,35155,27665,18136,44707,8941,13412,22353,80956
414,21,75298,26931,56936,60225,12045,18067,30112,159165
414,22,21579,7991,25116,17924,3584,5377,8962,54686
414,23,48497,15240,39754,48651,9730,14595,24325,103491
414,24,29054,19734,26224,28045,5609,8413,14022,75012
415,1,47586,15833,25949,33527,6705,10058,16763,89368
415,2,60478,27926,23336,52762,10552,15828,26381,111740
415,3,85732,21225,51326,69216,13843,20765,34608,158283
415,4,81659,21685,70957,78796,15759,23639,39398,174301
415,5,100990,51104,41882,76761,15352,23028,38380,193976
415,6,78536,15032,31482,49678,9935,14903,24839,125050
415,7,36269,19436,63502,71503,14300,21451,35751,119207
415,8,63820,56752,36200,65525,13105,19657,32762,156772
415,9,72460,21609,45341,51148,10229,15344,25574,139410
415,10,14765,25530,27099,34461,6892,10338,17230,67394
415,11,43212,20586,28199,49230,9846,14769,24615,91997
415,12,23367,23433,29410,28240,5648,8472,14120,76210
415,13,32654,37886,38290,36218,7243,10865,18109,108830
415,14,44090,48919,26596,46432,9286,13929,23216,119605
415,15,41976,41988,34800,54343,10868,16303,27171,118764
415,16,89186,50176,31529,70789,14157,21236,35394,170891
415,17,36742,32381,50855,41557,8311,12467,20778,119978
415,18,50371,20711,31287,31465,6293,9439,15732,102369
415,19,20547,21092,13712,25002,5000,7500,12501,55351
415,20,35986,23061,18195,43346,8669,13003,21673,77242
415,21,49966,12640,29390,44032,8806,13209,22016,91996
415,22,105643,33401,21458,89973,17994,26991,44986,160502
415,23,28376,14257,21047,33740,6748,10122,16870,63680
415,24,125200,64989,50592,97021,19404,29106,48510,240781
416,1,73486,41321,38502,64996,12999,19498,32498,153309
416,2,63746,51169,70947,103841,20768,31152,51920,185862
416,3,57883,34973,58978,77681,15536,23304,38840,151834
416,4,98429,48195,27299,81364,16272,24409,40682,173923
416,5,46531,14814,49785,64923,12984,19477,32461,111130
416,6,25449,14350,38551,24601,4920,7380,12300,78350
416,7,40675,12540,32823,47928,9585,14378,23964,86038
416,8,98659,30880,59901,74942,14988,22482,37471,189440
416,9,26733,23076,42087,45464,9092,13639,22732,91896
416,10,87222,31955,62088,104138,20827,31241,52069,181265
416,11,41843,29386,32908,42301,8460,12690,21150,104137
416,12,32700,15793,13879,27975,5595,8392,13987,62372
416,13,141784,27031,61944,91563,18312,27469,45781,230759
416,14,60014,29448,15178,53499,10699,16049,26749,104640
416,15,73064,29063,21442,41905,8381,12571,20952,123569
416,16,33333,19457,38067,47781,9556,14334,23890,90857
416,17,109481,58491,60260,121922,24384,36576,60961,228232
416,18,78846,22388,25513,40534,8106,12160,20267,126747
416,19,40580,16287,63308,50464,10092,15139,25232,120175
416,20,67728,50330,49140,85111,17022,25533,42555,167198
416,21,47522,27478,13446,29036,5807,8711,14518,88446
416,22,64880,12196,32641,59030,11806,17709,29515,109717
416,23,66851,24981,31739,60889,12177,18266,30444,123571
416,24,40613,58029,34616,58492,11698,17547,29246,133258
417,1,71679,53480,48330,56986,11397,17096,28493,173489
417,2,64739,21192,25040,35666,7133,10699,17833,110971
417,3,35583,13859,20774,26230,5246,7869,13115,70216
417,4,33631,7378,35268,40966,8193,12289,20483,76277
417,5,93226,25664,37872,88884,17776,26665,44442,156762
417,6,46700,5664,22796,28133,5626,8439,14066,75160
417,7,24259,16584,12340,20811,4162,6243,10405,53183
417,8,25290,32307,41282,34711,6942,10413,17355,98879
417,9,58180,49189,32766,70874,14174,21262,35437,140135
417,10,98462,58315,32465,58345,11669,17503,29172,189242
417,11,22458,23170,37256,48011,9602,14403,24005,82884
417,12,60461,17764,43683,46630,9326,13989,23315,121908
417,13,65319,29641,59818,82207,16441,24662,41103,154778
417,14,134365,61152,73099,158314,31662,47494,79157,268616
417,15,45274,27339,36850,37662,7532,11298,18831,109463
417,16,107649,15669,62730,62754,12550,18826,31377,186048
417,17,45388,39644,29153,43704,8740,13111,21852,114185
417,18,27740,15260,29700,34668,6933,10400,17334,72700
417,19,52405,48963,42997,43367,8673,13010,21683,144365
417,20,21449,7781,20501,23959,4791,7187,11979,49731
417,21,39845,29905,15782,40462,8092,12138,20231,85532
417,22,50238,41571,41767,41911,8382,12573,20955,133576
417,23,69179,23170,33684,57586,11517,17275,28793,126033
417,24,27290,12822,33934,40749,8149,12224,20374,74046
418,1,74570,39982,48059,63391,12678,19017,31695,162611
418,2,52274,57877,39063,81387,16277,24416,40693,149214
418,3,114983,39107,26828,78285,15657,23485,39142,180918
418,4,62726,29654,33893,69779,13955,20933,34889,126273
418,5,92144,31578,64120,82893,16578,24868,41446,187842
418,6,57013,38437,43532,79254,15850,23776,39627,138982
418,7,39533,16425,36318,52980,10596,15894,26490,92276
418,8,29271,20143,47023,29118,5823,8735,14559,96437
418,9,67872,24335,63317,64656,12931,19397,32328,155524
418,10,95720,15210,60510,97068,19413,29120,48534,171440
418,11,31146,19122,32085,25050,5010,7515,12525,82353
418,12,41801,40246,47122,42706,8541,12811,21353,129169
418,13,69772,33598,46843,64483,12896,19345,32241,150213
418,14,108353,34450,64575,123204,24640,36961,61602,207378
418,15,41175,23124,29962,54502,10900,16350,27251,94261
418,16,107336,53051,48933,99535,19907,29860,49767,209320
418,17,72815,9900,19857,38544,7708,11563,19272,102572
418,18,35137,13035,12953,30105,6021,9031,15052,61125
418,19,22358,26011,44651,36916,7383,11074,18458,93020
418,20,97479,49259,19882,82647,16529,24794,41323,166620
418,21,39455,22610,22826,29781,5956,8934,14890,84891
418,22,56256,32004,36812,60102,12020,18030,30051,125072
418,23,127992,50088,66529,124137,24827,37241,62068,244609
418,24,111568,38209,67714,111866,22373,33560,55933,217491
419,1,61262,11456,48177,71706,14341,21511,35853,120895
419,2,31396,9561,32527,22624,4524,6787,11312,73484
419,3,66060,51872,21996,45226,9045,13567,22613,139928
419,4,23000,43190,37816,50083,10016,15025,25041,104006
419,5,30563,13396,14839,26150,5230,7845,13075,58798
419,6,84973,15233,77477,86829,17365,26048,43414,177683
419,7,29479,6318,17517,27089,5417,8126,13544,53314
419,8,86184,33952,55677,54556,10911,16366,27278,175813
419,9,20042,33598,16136,31032,6206,9309,15516,69776
419,10,79930,50509,33528,73639,14727,22091,36819,163967
419,11,39153,14098,16933,34135,6827,10240,17067,70184
419,12,67459,35031,70309,70420,14084,21126,35210,172799
419,13,31186,35256,60225,40586,8117,12175,20293,126667
419,14,27206,39755,14403,32289,6457,9686,16144,81364
419,15,93845,36709,44348,63896,12779,19169,31948,174902
419,16,39149,32724,32673,56026,11205,16807,28013,104546
419,17,35047,18804,81962,76585,15317,22975,38292,135813
419,18,74061,23990,71384,59663,11932,17898,29831,169435
419,19,98074,18561,29457,70531,14106,21159,35265,146092
419,20,75576,11041,27732,41198,8239,12359,20599,114349
419,21,102130,60226,39648,111020,22204,33306,55510,202004
419,22,42270,10109,29119,43317,8663,12995,21658,81498
419,23,90937,28096,32470,71897,14379,21569,35948,151503
419,24,66311,25627,49553,55919,11183,16775,27959,141491
420,1,47430,24390,35702,63967,12793,19190,31983,107522
420,2,98348,46946,28248,85717,17143,25715,42858,173542
420,3,112502,54115,32777,104008,20801,31202,52004,199394
420,4,34348,6373,21161,34909,6981,10472,17454,61882
420,5,49443,39839,13068,55997,11199,16799,27998,102350
420,6,33548,12061,41265,47456,9491,14236,23728,86874
420,7,81015,11085,28350,45316,9063,13594,22658,120450
420,8,34369,10706,33568,31046,6209,9313,15523,78643
420,9,15437,24363,33855,30770,6154,9231,15385,73655
420,10,84382,41510,23307,85793,17158,25738,42896,149199
420,11,126165,16300,71403,67832,13566,20349,33916,213868
420,12,93017,48750,55463,74503,14900,22351,37251,197230
420,13,99172,59698,83770,105029,21005,31508,52514,242640
420,14,88541,48863,40590,91583,18316,27475,45791,177994
420,15,50791,25473,20947,33892,6778,10167,16946,97211
420,16,51362,38274,54539,65202,13040,19560,32601,144175
420,17,82157,28708,45255,62530,12506,18759,31265,156120
420,18,27320,17937,31399,27971,5594,8391,13985,76656
420,19,72578,50634,45347,53680,10736,16104,26840,168559
420,20,39665,42059,72475,84287,16857,25286,42143,154199
420,21,87081,9368,18121,57900,11580,17370,28950,114570
420,22,38358,13604,18010,26888,5377,8066,13444,69972
420,23,26995,45030,59523,54823,10964,16446,27411,131548
420,24,27614,22729,30059,37340,7468,11202,18670,80402
421,1,133543,27548,33555,77151,15430,23145,38575,194646
421,2,61028,23013,54152,49224,9844,14767,24612,138193
421,3,89118,30063,52865,62486,12497,18746,31243,172046
421,4,133933,40947,75903,139234,27846,41770,69617,250783
421,5,27920,26063,33807,39101,7820,11730,19550,87790
421,6,47285,35707,20237,45570,9114,13671,22785,103229
421,7,77367,28881,46917,63759,12751,19127,31879,153165
421,8,58839,46299,22024,65718,13143,19715,32859,127162
421,9,48839,31930,55593,74848,14969,22454,37424,136362
421,10,128275,64298,52472,126484,25296,37945,63242,245045
421,11,44404,65321,72421,81126,16225,24337,40563,182146
421,12,33200,17751,22403,26418,5283,7925,13209,73354
421,13,49003,35108,34716,54963,10992,16488,27481,118827
421,14,39473,14584,17685,37155,7431,11146,18577,71742
421,15,98925,60076,35294,82377,16475,24713,41188,194295
421,16,15775,19625,21995,34279,6855,10283,17139,57395
421,17,42913,18976,25409,50678,10135,15203,25339,87298
421,18,66186,22950,48623,79873,15974,23961,39936,137759
421,19,27970,34892,35721,47129,9425,14138,23564,98583
421,20,32559,35171,23608,42548,8509,12764,21274,91338
421,21,71812,11672,56226,64287,12857,19286,32143,139710
421,22,73278,28976,31003,58738,11747,17621,29369,133257
421,23,55345,46247,51258,53240,10648,15972,26620,152850
421,24,108477,31024,55303,109681,21936,32904,54840,194804
422,1,23944,25835,51278,55106,11021,16532,27553,101057
422,2,65001,17531,15985,51509,10301,15452,25754,98517
422,3,23425,18611,30449,36747,7349,11024,18373,72485
422,4,36427,34304,17358,38754,7750,11626,19377,88089
422,5,44489,20977,38183,62051,12410,18615,31025,103649
422,6,21401,19119,26858,29123,5824,8737,14561,67378
422,7,36945,20736,70343,48494,9698,14548,24247,128024
422,8,63329,17065,43375,49516,9903,14854,24758,123769
422,9,95239,28878,83925,107049,21409,32114,53524,208042
422,10,99222,39416,24026,63493,12698,19048,31746,162664
422,11,88870,32057,38290,79702,15940,23910,39851,159217
422,12,85774,31665,22526,71833,14366,21550,35916,139965
422,13,28195,37857,40837,61083,12216,18324,30541,106889
422,14,93524,35431,62035,83639,16727,25091,41819,190990
422,15,41964,19936,38168,44719,8943,13415,22359,100068
422,16,78866,41782,40880,51799,10359,15539,25899,161528
422,17,35357,17544,35735,31258,6251,9377,15629,88636
422,18,71970,18517,17692,40647,8129,12194,20323,108179
422,19,124384,36079,24115,106988,21397,32096,53494,184578
422,20,24077,12565,43165,39286,7857,11785,19643,79807
422,21,46275,18273,44913,62465,12493,18739,31232,109461
422,22,40873,50784,46366,54335,10867,16300,27167,138023
422,23,68954,36392,25524,52207,10441,15662,26103,130870
422,24,74524,23321,47222,65222,13044,19566,32611,145067
423,1,76616,57226,49681,91373,18274,27412,45686,183523
423,2,84275,52996,63934,69240,13848,20772,34620,201205
423,3,57812,14468,19798,32405,6481,9721,16202,92078
423,4,43189,33499,56636,72104,14420,21631,36052,133324
423,5,60836,29832,34572,69979,13995,20993,34989,125240
423,6,38786,13574,18099,21283,4256,6385,10641,70459
423,7,53436,12427,28720,48510,9702,14553,24255,94583
423,8,73173,14112,15210,41769,8353,12530,20884,102495
423,9,51312,35811,51802,55985,11197,16795,27992,138925
423,10,32286,19687,41220,43537,8707,13061,21768,93193
423,11,102559,53703,36362,101402,20280,30420,50701,192624
423,12,65327,11647,57812,77960,15592,23388,38980,134786
423,13,32205,8386,32164,22056,4411,6616,11028,72755
423,14,68887,24096,32413,47637,9527,14291,23818,125396
423,15,79643,31714,43441,64439,12887,19331,32219,154798
423,16,60992,20595,41994,39977,7995,11993,19988,123581
423,17,29849,11714,13161,17000,3400,5100,8500,54724
423,18,94661,32757,34649,96925,19385,29077,48462,162067
423,19,45497,42446,51593,68895,13779,20668,34447,139536
423,20,24959,20762,39811,32547,6509,9764,16273,85532
423,21,46253,55343,76412,73461,14692,22038,36730,178008
423,22,97279,30717,49287,90795,18159,27238,45397,177283
423,23,16108,9221,19178,15290,3058,4587,7645,44507
423,24,27931,25481,17683,30391,6078,9117,15195,71095
424,1,81249,61733,34352,99131,19826,29739,49565,177334
424,2,82706,54428,35470,65828,13165,19748,32914,172604
424,3,53454,40341,37230,46098,9219,13829,23049,131025
424,4,61240,30416,21955,64245,12849,19273,32122,113611
424,5,89558,40410,58379,110184,22036,33055,55092,188347
424,6,26227,16129,10660,29905,5981,8971,14952,53016
424,7,43953,7939,35673,50498,10099,15149,25249,87565
424,8,54559,33670,19923,45672,9134,13701,22836,108152
424,9,65093,23413,24574,49812,9962,14943,24906,113080
424,10,20427,6295,33477,29268,5853,8780,14634,60199
424,11,38174,7670,20869,21188,4237,6356,10594,66713
424,12,46528,48127,63061,79573,15914,23872,39786,157716
424,13,81689,10942,17484,50956,10191,15286,25478,110115
424,14,45396,37749,44319,74086,14817,22225,37043,127464
424,15,77908,19106,53082,69529,13905,20858,34764,150096
424,16,139837,22721,80133,144960,28992,43488,72480,242691
424,17,15782,15971,18897,29925,5985,8977,14962,50650
424,18,56770,15013,18005,37751,7550,11325,18875,89788
424,19,42679,52322,18585,35249,7049,10574,17624,113586
424,20,59140,18912,28845,57967,11593,17390,28983,106897
424,21,40145,37256,40517,65536,13107,19660,32768,117918
424,22,39521,16067,61735,54659,10931,16397,27329,117323
424,23,39037,19557,76583,70264,14052,21079,35132,135177
424,24,97358,27081,81428,91224,18244,27367,45612,205867
425,1,97784,42999,67160,101861,20372,30558,50930,207943
425,2,25689,17040,15565,26445,5289,7933,13222,58294
425,3,134174,29883,25871,84319,16863,25295,42159,189928
425,4,35282,6665,20381,34035,6807,10210,17017,62328
425,5,83601,23876,59144,58957,11791,17687,29478,166621
425,6,31396,49899,42139,52752,10550,15825,26376,123434
